Name,OfficialName,Registry,CountryofOperator,Operator,Users,Purpose,DetailedPurpose,ClassofOrbit,TypeofOrbit,DateofLaunch,ExpectedLifetime
"Greenhouse Gases Observing Satellite (Ibuki, GoSAT)",Ibuki,Japan,Japan,Japan Aerospace Exploration Agency (JAXA),Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,1/23/2009,5
GRIFEX (GEO-CAPE ROIC In-Flight Performance Experiment),GRIFEX,USA,USA,University of Michigan/NASA Earth Science Technology Office,Government/Civil,Technology Development,,LEO,Elliptical,1/31/2015,
GRUS-1,GRUS-1,Japan,Japan,Axelspace,Commercial,Earth Observation,Multi-Spectral Imaging,LEO,Sun-Synchronous,12/27/2018,5
GSAT-10,GSAT-10,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,9/28/2012,15
GSAT-11,GSAT-11,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,12/4/2018,15
GSAT-12,GSAT-12,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,7/15/2011,8
GSAT-14,GSAT-14,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,1/5/2014,12
GSAT-15,GSAT-15,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,1/10/2015,12
GSAT-16,GSAT-16,Inda,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,12/6/2014,15
GSAT-17,GSAT-17,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,6/28/2017,15
GSAT-18,GSAT-18,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,10/5/2016,15
GSAT-19E,GSAT-19E,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,6/3/2017,10
GSAT-29,GSAT-29,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,11/14/2018,10
GSAT-30,GSAT-30,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,1/16/2020,15
GSAT-31,GSAT-31,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,2/5/2019,15
GSAT-6 (Insat 4-E),GSAT-6,NR,India,Indian Space Research Organization (ISRO),Government/Commercial,Communications,,GEO,,8/27/2015,12
GSAT-7,GSAT-7,India,India,Indian Navy,Military,Communications,,GEO,,8/29/2013,7
GSAT-7A,GSAT-7A,India,India,Indian Air Force,Military,Communications,,GEO,,12/19/2018,8
GSAT-8,GSAT-8,India,India,Indian Space Research Organization (ISRO),Government,Communications/Navigation,,GEO,,5/20/2011,12
G-Satellite (G-SATELLITE and the Gundam and Char’s Zaku figures),G-Satellite,NR (12/20),Japan,Tokyo 2020 One Team Project,Civil,Communications,,LEO,,4/28/2020,
"GSSAP 1 (Geosynchronous Space Situational Awareness Program, USA 253)",USA 253,USA,USA,Air Force Satellite Control Network,Military,Space Observation,Imaging,GEO,,7/28/2014,
"GSSAP 2 (Geosynchronous Space Situational Awareness Program, USA 254)",USA 254,USA,USA,Air Force Satellite Control Network,Military,Space Observation,Imaging,GEO,,7/28/2014,
"GSSAP 3 (Geosynchronous Space Situational Awareness Program, USA 270)",USA 270,USA,USA,Air Force Satellite Control Network,Military,Space Observation,Imaging,GEO,,8/19/2016,
"GSSAP 4 (Geosynchronous Space Situational Awareness Program, USA 271)",USA 271,USA,USA,Air Force Satellite Control Network,Military,Space Observation,Imaging,GEO,,8/19/2016,
Haiyang 1C (HY 1C),Haiyang 1C,China,China,State Oceanic Administration (SOA),Government,Earth Observation,Meteorology,LEO,Sun-Synchronous,9/7/2018,
Haiyang 1D (HY 1D),Haiyang 1D,NR (12/20),China,State Oceanic Administration (SOA),Government,Earth Observation,Meteorology,LEO,Sun-Synchronous,6/10/2020,
Haiyang 2A (HY 2A),Haiyang 2A,China,China,State Oceanic Administration (SOA),Government,Earth Observation,Meteorology,LEO,Sun-Synchronous,8/15/2011,3
Haiyang 2B (HY 2B),Haiyang 2B,China,China,State Oceanic Administration (SOA),Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,10/24/2018,3
Haiyang 2C (HY 2C),Haiyang 2C,NR (12/20),China,State Oceanic Administration (SOA),Government,Earth Observation,Earth Science,LEO,Non-Polar Inclined,9/21/2020,
HaloSat,HaloSat,NR,USA,University of Iowa,Government,Space Science,,LEO,Non-Polar Inclined,7/13/2018,
Hawk-A (HawkEye 360 Pathfinder 1),Hawk-A,NR,USA,HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,Sun-Synchronous,12/3/2018,
Hawk-B (HawkEye 360 Pathfinder 2),Hawk-B,NR,USA,HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,Sun-Synchronous,12/3/2018,
Hawk-C (HawkEye 360 Pathfinder 3),Hawk-C,NR,USA,HawkEye 360,Commercial,Surveillance,Electronic Intelligence,LEO,Sun-Synchronous,12/3/2018,
HEAD-1,HEAD-1,NR,China,HEAD Aerospace,Commercial,Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,11/14/2017,3
HEAD-2A,HEAD-2A,NR (12/20),China,HEAD Aerospace,Commercial,Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,12/7/2019,
HEAD-2B,HEAD-2B,NR (12/20),China,HEAD Aerospace,Commercial,Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,12/7/2019,
HEAD-4,HEAD-4,NR (12/20),China,HEAD Aerospace,Commercial,Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,5/31/2020,
HEAD-5,HEAD-5,NR (12/20),China,HEAD Aerospace,Commercial,Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,6/17/2020,
Helios 2A,Helios 2A,NR,France/Italy/Belgium/Spain/Greece,Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,12/18/2004,5
Helios 2B,Helios 2B,France,France/Italy/Belgium/Spain/Greece,Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,12/18/2009,5
"Hellas-Sat 2 (Intelsat K-TV, NSS K-TV)",HellasSat 2,Greece,Greece,Hellas-Sat Consortium Ltd.,Commercial,Communications,,GEO,,5/12/2003,15
Hellas-Sat 3/INMARSAT S EAN,HellasSat 3,NR,Greece/United Kingdom,Hellas-Sat Consortium Ltd./INMARSAT,Commercial,Communications,,GEO,,6/28/2017,15
Hellas-Sat 4/SGS-1 (Saudi Geostationary Satellite 1),Hellas-Sat 4,NR,Greece,Hellas-Sat Consortium Ltd.,Commercial/Government,Communications,,GEO,,2/5/2019,15
"HESSI (RHESSI, Reuven Ramaty High Energy Solar Spectroscopic Imager)",RHESSI (Reuven Ramaty High Energy Solar Spectroscopic Imager),USA,USA,"Space Sciences Laboratory, UC Berkeley/NASA",Government/Civil,Space Science,,LEO,Non-Polar Inclined,2/5/2002,3
Hiber-1,Hiber-1,NR,Netherlands,Hiber Global,Commercial,Technology Development,,LEO,,11/29/2018,
Hiber-2,Hiber-2,NR,Netherlands,Hiber Global,Commercial,Technology Development,,LEO,,12/3/2018,
Himawari 8,Himawari 8,Japan,Japan,Japan Meteorological Agency/Meteorological Satellite Center (MSC),Government,Earth Observation,Meteorology,GEO,,10/7/2014,8
Himawari 9,Himawari 9,Japan,Japan,Japan Meteorological Agency/Meteorological Satellite Center (MSC),Government,Earth Observation,Meteorology,GEO,,11/2/2016,8
Hinode (Solar B),Hinode,Japan,Multinational,Institute of Space and Aeronautical Science/NASA,Government,Space Science,,LEO,Sun-Synchronous,10/22/2006,3
"Hisaki (Sprint A, Spectroscopic Planet Observatory for Recognition of Interaction of Atmosphere)",Hisaki,Japan,Japan,Japan Aerospace Exploration Agency (JAXA),Government,Space Science,,Elliptical,,9/14/2013,1
Hisea-1 (TY-MINISAR-1),Hisea-1,NR (12/20),China,Spacety,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,12/22/2020,
Hispasat 1D,Hispasat 1D,Spain,Spain,Hispasat,Government/Commercial/Military,Communications,,GEO,,9/18/2002,15
Hispasat 1E,Hispasat 1E,NR,Spain,Hispasat,Commercial,Communications,,GEO,,12/29/2010,15
Hispasat 30W-6 (Hispasat 1F),Hispasat 30W-6,NR,Spain,Hispasat,Commercial,Communications,,GEO,,3/6/2018,15
Hispasat 36W-1 (Hispasat AG1),Hispasat 36W-1,Spain,Spain,Hispasat,Commercial,Communications,,GEO,,1/28/2017,15
HJ-1A (Huan Jing 1A),HJ-1A,China,China,National Remote Sensing Center (NRSCC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,9/5/2008,3
HJ-1B (Huan Jing 1B),HJ-1B,China,China,National Remote Sensing Center (NRSCC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,9/5/2008,3
HJ-1C (Huan Jing 1C),HJ-1C,China,China,National Committee for Disaster Reduction and State Environmental Protection,Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,11/18/2012,3
HJ-2A (Huan Jing-2A),HJ-2A,NR (12/20),China,China Centre for Resources Satellite Data and Application (CRESDA),Government,Earth Observation,,LEO,Sun-Synchronous,9/27/2020,
HJ-2B (Huan Jing-2B),HJ-2B,NR (12/20),China,China Centre for Resources Satellite Data and Application (CRESDA),Government,Earth Observation,,LEO,Sun-Synchronous,9/27/2020,
Hodoyoshi-1,Hodoyoshi-1,Japan,Japan,University of Tokyo and NESTRA,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,11/6/2014,
Hodoyoshi-3,Hodoyoshi-3,Japan,Japan,University of Tokyo and NESTRA,Government,Technology Development,,LEO,Sun-Synchronous,6/19/2014,
Hodoyoshi-4,Hodoyoshi-4,Japan,Japan,University of Tokyo and NESTRA,Government,Technology Development,,LEO,Sun-Synchronous,6/19/2014,
Hongyan-1 (Chongqing),Hongyan-1,China,China,China Aerospace Science and Technology Corporation (CASC),Government,Communications,,LEO,Non-Polar Inclined,12/29/2018,
Hongyun-1 (Hongyun Gongcheng JYW),Hongyun-1,NR,China,China Aerospace Science and Industry Corporation (CASIC),Commercial,Technology Development,,LEO,Sun-Synchronous,12/21/2018,
Horizons 2,Horizons 2,USA,USA/Japan,"Horizons 2 Satellite, LLC (Intelsat, Sky Perfect JSAT Corporation)",Commercial,Communications,,GEO,,12/21/2007,15
Horizons 3e,Horizons 3e,NR,USA/Japan,"Horizons 2 Satellite, LLC (Intelsat, Sky Perfect JSAT Corporation)",Commercial,Communications,,GEO,,9/25/2018,15
Horyu-2 (High Voltage Technology Demonstration Satellite-2),Horyu-2,Japan,Japan,Kyushu Institute of Technology (KIT),Civil,Technology Development,,LEO,Sun-Synchronous,5/17/2012,1
HSAT-1,HSAT-1,NR,USA,Harris Corporation,Commercial,Communications,,LEO,Sun-Synchronous,11/29/2018,
Huangpu-1,Huangpu-1,NR (12/20),China,Shanghai Lizheng Satellite Application Technology,Commercial,Communications,,LEO,Sun-Synchronous,11/3/2019,
"Hubble Space Telescope (HST, Space Telescope)",Hubble Space Telescope,USA,ESA/USA,European Space Agency (ESA)/NASA,Government,Space Science,,LEO,Non-Polar Inclined,4/25/1990,10
Huia'an (Zhou Enlai),Huia'an,China,China,Huaian Youth Comprehensive Development Base,Civil,Technology Development,,LEO,Sun-Synchronous,1/18/2018,
Huskysat-1,Huskysat-1,USA,USA,University of Washington,Civil,Technology Development,,LEO,Non-Polar Inclined,1/31/2020,
"HXMT (Hard X-ray Modulation Telescope, Insight)",HXMT,China,China,National Space Science Center (NSSC),Government,Space Science,,LEO,Non-Polar Inclined,6/15/2017,4
HYLAS 4 (Highly Adaptable Satellite),HYLAS 4,United Kingdom,United Kingdom,"Avanti Communications, PLC",Commercial,Communications,,GEO,,4/5/2018,15
HYLAS 1 (Highly Adaptable Satellite),HYLAS 1,United Kingdom,United Kingdom,"Avanti Communications, PLC",Commercial,Communications,,GEO,,11/26/2010,15
HYLAS 2 (Highly Adaptable Satellite),HYLAS 2,United Kingdom,United Kingdom,"Avanti Communications, PLC",Commercial,Communications,,GEO,,8/2/2012,15
HySIS (Hyperspectral Imaging Satellite),HySIS,India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Hyperspectral Imaging,LEO,Sun-Synchronous,11/29/2018,5
Icesat-2,Icesat-2,USA,USA,National Aeronautics and Space Administration (NASA),Government,Earth Science,Laser Imaging,LEO,Polar,9/15/2018,3
ICEYE-X2 (ICEYE POC 2),ICEYE-X2,Finland,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,12/3/2018,
ICEYE-X3 (ICEYE POC 3),ICEYE-X3,USA,USA,US Army Space and Missile Defense Command,Military,Technology Development,Radar Imaging,LEO,Non-Polar Inclined,5/5/2019,
ICEYE-X4 (ICEYE POC 4),ICEYE-X4,Finland,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,7/5/2019,
ICEYE-X5 (ICEYE POC 5),ICEYE-X5,Finland,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,7/5/2019,
ICEYE-X6 (ICEYE POC 6),ICEYE-X6,Finland,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,9/28/2020,
ICEYE-X7 (ICEYE POC 7),ICEYE-X7,Finland,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,9/28/2020,
ICON (Ionospheric Connection Explorer) ,ICON,USA,USA,National Aeronautics and Space Administration (NASA),Government,Space Science,,LEO,Non-Polar Inclined,10/11/2019,
"IGS Optical 5 (IGS-9B, Information Gathering Satellite 9B)",IGS Optical 5,NR,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,3/26/2015,5
"IGS Optical 6 (IGS-10B, Information Gathering Satellite 10B)",IGS Optical 6,Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,2/26/2018,5
IGS Optical 7 (IGS-11B Information Gathering Satellite 14),IGS Optical 7,NR (12/20),Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,2/9/2020,5
IGS Radar 5 (Information Gathering Satellite 10A),IGS Radar 5,Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,3/16/2017,5
"IGS Radar 6 (Information Gathering Satellite 6, IGS Radar 6)",IGS Radar 6,Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,6/12/2018,5
"IGS-5A (Information Gathering Satellite 5A, IGS Optical 3)",IGS-5A,Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,11/28/2009,5
"IGS-6A (Information Gathering Satellite 6A, IGS Optical 4)",IGS-6A,Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,9/23/2011,5
"IGS-7A (Information Gathering Satellite 7A, IGS Radar 3)",IGS-7A,Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,12/12/2011,5
"IGS-8A (Information Gathering Satellite 8A, IGS Radar 4)",IGS-8A,Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,1/27/2013,5
"IGS-8B (Information Gathering Satellite 8B, IGS Optical 5 Demonstrator)",IGS-8B,Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,1/27/2013,5
"IGS-9A (Information Gathering Satellite 9A, IGS Radar Spare)",IGS-9A,Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,1/31/2015,5
"Improved Trumpet 4 (NROL-22, National Reconnaissance Office Launch-22, SBIRS HEO-1, Twins 1, USA 184)",USA 184,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,Elliptical,Molniya,6/28/2006,
"Improved Trumpet 5 (NROL-28, National Reconnaissance Office Launch-28, SBIRS HEO-2, Twins 2, USA 200)",USA 200,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,Elliptical,Molniya,3/13/2008,
"Improved Trumpet 6 (NROL-35, National Reconnaissance Office Launch-35, SBIRS HEO-3, USA 259)",USA 259,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,Elliptical,Molniya,12/13/2014,
"Improved Trumpet 7 (NROL-42, National Reconnaissance Office Launch-42, SBIRS HEO-4, USA 278)",USA 278,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,Elliptical,Molniya,9/24/2017,
INMARSAT 3 F3,INMARSAT 3 F3,NR,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,12/18/1996,13
INMARSAT 3 F5,INMARSAT 3 F5,NR,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,2/4/1998,13
INMARSAT 4 F1,INMARSAT 4 F1,United Kingdom,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,3/11/2005,15
INMARSAT 4 F2,INMARSAT 4 F2,United Kingdom,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,11/8/2005,15
INMARSAT 4 F3,INMARSAT 4 F3,United Kingdom,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,8/18/2008,15
INMARSAT 5 F1,INMARSAT 5 F1,United Kingdom,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,12/8/2013,15
INMARSAT 5 F2,INMARSAT 5 F2,United Kingdom,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,2/1/2015,15
INMARSAT 5 F3,INMARSAT 5 F3,United Kingdom,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,8/28/2015,15
INMARSAT 5 F4,INMARSAT 5 F4,United Kingdom,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,5/15/2017,15
INMARSAT 5 F5,INMARSAT 5 F5,United Kingdom,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,,GEO,,11/26/2019,15
INMARSAT IV-A F4 (Alphasat I-XL),INMARSAT IV-A F4,United Kingdom,United Kingdom/ESA,"INMARSAT, Ltd./European Space Agency (ESA)",Government/Commercial,Communications/Technology Development,,GEO,,7/25/2013,15
INNOSat-2 (Innovation Satellite-2),INNOSat-2,NR,Malaysia,Astronautic Technology Sdn. Bhd (ATSB),Government,Technology Development,,LEO,Sun-Synchronous,11/29/2018,
INS-1A (ISRO Nano Satellite),INS-1A,India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,2/15/2017,
INS-1B (ISRO Nano Satellite),INS-1B,India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,2/15/2017,
INS-1C (ISRO Nano Satellite),INS-1C,NR,India,Indian Space Research Organization (ISRO),Government,Technology Development,,LEO,Sun-Synchronous,1/11/2018,0.5
INSAT 3D (Indian National Satellite),INSAT 3D,India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Meteorology,GEO,,7/25/2013,
INSAT 3DR (Indian National Satellite),INSAT 3DR,NR,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Meteorology,GEO,,9/8/2016,10
INSAT 4B (Indian National Satellite),INSAT 4B,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,3/11/2007,
INSAT 4CR (Indian National Satellite),INSAT 4CR,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,9/2/2007,12
Integral (INTErnational Gamma-Ray Astrophysics Laboratory),INTErnational Gamma-Ray Astrophysics Laboratory (INTEGRAL),ESA,ESA/USA/Russia,European Space Operations Centre (ESOC)/NASA/Russia,Government,Space Science,,Elliptical,Deep Highly Eccentric,10/17/2002,2
Intelsat 10 (PAS-10),Intelsat 10,USA,USA,PanAmSat (Intelsat S.A.),Commercial,Communications,,GEO,,5/14/2001,15
Intelsat 10-02 (Thor 4),Intelsat 10-02,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,6/16/2004,13
Intelsat 11 (PAS 11),Intelsat 11,USA,USA,PanAmSat (Intelsat S.A.),Commercial,Communications,,GEO,,10/5/2007,15
"Intelsat 12 (Europe*Star 1, Europe*Star FM1, IS-12, PAS-12)",Intelsat 12,United Kingdom,USA,Intelsat S.A.,Commercial,Communications,,GEO,,10/29/2000,18
Intelsat 14 (IS-14),Intelsat 14,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,11/23/2009,16
"Intelsat 15 (IS-15, JCSat 85)",Intelsat 15,USA,USA,Intelsat S.A./Sky Perfect JSAT Corp.,Commercial,Communications,,GEO,,11/30/2009,17
Intelsat 16 (IS-16),Intelsat 16,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,2/12/2010,15
Intelsat 17 (IS-17),Intelsat 17,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,11/26/2010,16
Intelsat 18 (IS-18),Intelsat 18,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,10/5/2011,15
Intelsat 19 (IS-19),Intelsat 19,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,6/1/2012,15
"Intelsat 1R (IS-1R, PAS-1R, PanAmSat 1R)",Intelsat 1R,USA,USA,PanAmSat (Intelsat S.A.),Commercial,Communications,,GEO,,11/15/2000,15
Intelsat 20 (IS-20),Intelsat 20,USA,USA,Intelsat S.A.,Commercial,Communications,,GEO,,8/2/2012,18
